question,answer
86 * (29 + 80),9374
54 - 62 * 41,-2488
74 * 42 + 15,3123
41 * 65 * 61,162565
(19 + 97) * 94,10904
53 + 84 - 10,127
(25 + 79) * 6,624
28 * 62 + 1,1737
(7 + 90) * 71,6887
49 * (95 + 45),6860
10 * 66 + 12,672
44 + 86 + 78,208
5 + 35 * 99,3470
66 - 88 - 12,-34
90 * (65 + 91),14040
21 * (6 + 16),462
11 + 28 + 61,100
67 * 74 + 74,5032
72 + 52 - 68,56
62 * 23 * 1,1426
73 * 58 + 47,4281
16 + 58 - 92,-18
56 * 97 * 56,304192
59 - 75 * 5,-316
76 * 58 * 71,312968
60 + 47 - 86,21
(39 + 78) * 73,8541
72 + 59 * 55,3317
61 * (67 + 5),4392
81 * (23 + 72),7695
33 + 43 * 17,764
65 + 60 - 86,39
99 + 6 - 23,82
29 - 27 - 25,-23
4 * (10 + 20),120
84 + 38 + 44,166
28 - 16 - 30,-18
89 * (34 + 88),10858
22 + 58 + 42,122
78 * 86 + 93,6801
(53 + 50) * 47,4841
92 + 36 - 33,95
92 - 3 * 84,-160
42 * 6 * 89,22428
54 + 81 * 85,6939
59 * (96 + 8),6136
61 * (99 + 79),10858
51 - 78 - 38,-65
75 * 54 + 36,4086
63 + 89 * 61,5492
27 + 55 * 79,4372
75 - 11 * 37,-332
90 * 65 * 41,239850
72 + 52 + 23,147
99 + 69 * 5,444
78 * 20 * 23,35880
39 + 94 + 28,161
14 + 38 + 36,88
66 + 70 + 48,184
17 - 87 * 17,-1462
74 + 86 - 94,66
22 * 95 * 97,202730
19 * 41 + 12,791
18 - 76 - 95,-153
85 * 81 * 86,592110
38 + 57 * 60,3458
16 * 27 * 44,19008
10 + 93 * 25,2335
21 * 53 * 29,32277
41 + 77 - 85,33
23 - 0 * 73,23
59 + 71 * 71,5100
71 - 50 * 74,-3629
36 - 46 * 23,-1022
86 - 75 - 37,-26
38 * 70 + 2,2662
98 * (2 + 89),8918
62 + 99 * 93,9269
17 * 79 + 82,1425
83 + 60 + 66,209
53 * (13 + 94),5671
4 * 44 + 57,233
21 * 86 * 45,81270
84 + 99 * 69,6915
32 + 64 - 33,63
42 * (31 + 1),1344
11 + 64 * 87,5579
(54 + 81) * 40,5400
31 - 61 * 94,-5703
(3 + 85) * 72,6336
(31 + 40) * 8,568
89 - 40 * 75,-2911
69 + 34 * 33,1191
57 - 74 - 21,-38
84 + 83 + 35,202
73 * 95 + 60,6995
65 + 40 - 29,76
83 * (9 + 38),3901
63 - 20 - 72,-29
89 * 79 + 20,7051
91 * 93 + 2,8465
58 * (99 + 81),10440
(29 + 12) * 62,2542
(70 + 54) * 76,9424
25 - 95 * 55,-5200
77 + 73 + 26,176
26 - 76 - 49,-99
(57 + 9) * 65,4290
(39 + 0) * 33,1287
36 + 22 * 9,234
26 * 69 * 77,138138
(3 + 35) * 38,1444
49 + 59 * 75,4474
(47 + 20) * 9,603
23 * (65 + 93),3634
41 + 36 - 6,71
86 * (4 + 99),8858
33 + 10 - 72,-29
47 + 79 - 55,71
7 * (77 + 81),1106
14 * 68 + 19,971
80 * (36 + 1),2960
9 + 22 - 33,-2
62 - 64 * 29,-1794
15 - 68 - 19,-72
67 - 29 - 11,27
27 * 85 * 80,183600
89 + 4 * 28,201
48 * (39 + 27),3168
(34 + 97) * 51,6681
27 * 58 + 40,1606
8 * 49 + 24,416
(61 + 15) * 48,3648
31 + 49 * 1,80
2 * (85 + 9),188
56 + 2 + 47,105
36 - 79 * 47,-3677
64 * (95 + 27),7808
75 + 0 * 16,75
65 - 12 - 78,-25
88 + 32 * 9,376
79 + 25 + 18,122
23 - 23 - 23,-23
49 - 15 - 74,-40
15 + 94 * 60,5655
25 - 43 * 42,-1781
25 * 21 * 24,12600
25 * 13 + 99,424
43 - 43 - 12,-12
2 + 27 + 10,39
5 + 62 - 18,49
23 - 18 - 65,-60
62 * 11 + 16,698
9 * 83 * 75,56025
99 + 39 - 55,83
37 + 44 - 78,3
(5 + 6) * 30,330
98 - 51 - 35,12
11 + 49 * 98,4813
24 * 82 * 0,0
61 * 67 * 57,232959
84 + 6 + 73,163
71 - 51 * 50,-2479
31 - 46 - 46,-61
62 * 99 + 63,6201
87 - 35 - 36,16
40 * 1 * 35,1400
69 * 52 + 9,3597
76 * (36 + 20),4256
82 - 1 - 86,-5
72 + 29 * 72,2160
38 * 15 * 74,42180
(63 + 81) * 39,5616
86 - 74 * 36,-2578
(60 + 49) * 65,7085
0 * 43 + 25,25
61 * (37 + 37),4514
(31 + 84) * 67,7705
51 - 65 - 52,-66
79 * (82 + 52),10586
40 + 49 + 47,136
56 * 97 + 38,5470
91 - 71 * 19,-1258
6 * (1 + 56),342
70 - 9 - 69,-8
93 + 50 + 25,168
14 * 51 * 97,69258
14 - 87 * 76,-6598
91 - 21 * 90,-1799
52 * 98 * 22,112112
59 * 95 + 64,5669
96 * 15 * 98,141120
26 * 64 * 25,41600
2 * 34 + 32,100
96 * 61 * 42,245952
(67 + 51) * 40,4720
67 - 23 - 62,-18
78 * 88 * 42,288288
96 + 67 - 64,99
91 + 72 + 60,223
22 * 40 * 35,30800
72 + 45 + 37,154
75 + 75 + 62,212
(22 + 9) * 11,341
77 - 82 * 71,-5745
50 * (15 + 19),1700
1 * 69 * 40,2760
93 - 22 - 53,18
(68 + 32) * 58,5800
70 + 33 - 59,44
44 - 25 * 95,-2331
86 * 49 * 46,193844
79 + 50 - 81,48
6 * 24 + 84,228
17 * (22 + 79),1717
12 - 17 - 30,-35
8 * 15 * 71,8520
(61 + 70) * 95,12445
53 * 9 * 59,28143
35 - 95 * 56,-5285
16 + 52 + 20,88
53 - 33 * 17,-508
(62 + 96) * 35,5530
80 - 85 - 17,-22
47 * 14 * 2,1316
14 * (85 + 24),1526
53 + 19 + 97,169
(29 + 64) * 45,4185
37 * (24 + 5),1073
12 - 14 * 94,-1304
67 - 38 - 32,-3
72 * (15 + 44),4248
36 * (61 + 70),4716
7 * (41 + 80),847
14 + 72 * 76,5486
89 - 35 * 34,-1101
6 + 40 - 79,-33
32 - 96 - 71,-135
96 + 59 + 62,217
78 + 79 - 18,139
83 + 0 - 46,37
77 - 4 * 28,-35
(63 + 87) * 21,3150
47 * 21 + 28,1015
80 - 18 * 58,-964
13 - 36 * 53,-1895
39 * 65 + 71,2606
65 * 91 + 75,5990
82 * 27 * 35,77490
61 + 96 + 95,252
51 * 9 + 48,507
0 - 66 - 96,-162
(50 + 29) * 68,5372
29 + 3 + 69,101
(91 + 22) * 80,9040
61 + 80 * 8,701
96 * (38 + 88),12096
68 - 93 - 42,-67
35 + 30 * 3,125
24 - 79 * 66,-5190
1 + 91 * 14,1275
66 + 18 * 13,300
11 + 88 * 97,8547
55 - 34 - 61,-40
7 * (77 + 8),595
34 * 51 + 23,1757
33 - 55 - 68,-90
4 - 77 - 89,-162
58 * (18 + 4),1276
(68 + 24) * 86,7912
(81 + 30) * 41,4551
64 + 75 + 0,139
28 + 58 + 85,171
3 + 28 * 10,283
(16 + 85) * 48,4848
87 - 99 - 78,-90
86 + 26 + 56,168
70 + 52 + 7,129
33 + 2 - 29,6
42 - 30 * 15,-408
83 * (37 + 39),6308
0 - 14 * 22,-308
68 * (71 + 51),8296
77 + 2 - 22,57
7 + 25 + 55,87
29 * 6 + 5,179
31 * (3 + 63),2046
13 - 66 * 48,-3155
(55 + 53) * 46,4968
41 + 43 - 45,39
(22 + 80) * 76,7752
0 * 89 * 56,0
22 - 42 - 45,-65
90 + 23 + 68,181
85 + 50 - 40,95
74 * (54 + 23),5698
61 * 14 * 64,54656
38 * 97 + 4,3690
44 * 92 + 44,4092
7 + 38 * 95,3617
88 * (81 + 33),10032
6 + 97 + 88,191
93 * 90 + 64,8434
(99 + 62) * 56,9016
(24 + 5) * 60,1740
34 * (9 + 15),816
10 - 12 * 20,-230
79 * (13 + 0),1027
1 + 83 + 9,93
94 * 27 + 32,2570
11 + 74 + 59,144
15 + 79 - 61,33
96 + 95 - 6,185
48 - 97 - 7,-56
26 * 15 * 0,0
49 * (84 + 62),7154
73 + 27 * 98,2719
40 * (2 + 49),2040
10 * (27 + 17),440
(70 + 41) * 21,2331
71 - 53 * 77,-4010
74 - 1 - 84,-11
99 + 54 + 96,249
21 * (96 + 90),3906
88 - 5 * 36,-92
84 + 10 + 2,96
(90 + 52) * 88,12496
(5 + 85) * 97,8730
20 + 16 + 56,92
(91 + 95) * 92,17112
97 * 72 * 72,502848
(34 + 7) * 58,2378
88 * (68 + 85),13464
17 - 22 - 63,-68
98 + 1 * 96,194
76 + 91 - 37,130
(60 + 31) * 22,2002
39 + 15 + 46,100
85 - 70 - 81,-66
73 - 70 - 95,-92
31 - 2 - 95,-66
75 * 59 * 0,0
82 * 79 * 40,259120
31 - 8 - 82,-59
23 * (65 + 43),2484
42 * 82 * 16,55104
53 * 86 * 62,282596
11 * (65 + 21),946
(28 + 56) * 39,3276
85 * 24 * 94,191760
27 * 48 * 17,22032
61 + 18 + 68,147
39 + 49 + 94,182
53 * 41 + 52,2225
58 * 43 * 90,224460
(32 + 39) * 34,2414
(51 + 64) * 97,11155
6 + 63 + 25,94
60 * 30 + 54,1854
6 * (42 + 67),654
(65 + 45) * 6,660
23 + 13 + 24,60
19 - 16 * 61,-957
72 * (37 + 34),5112
(39 + 17) * 62,3472
75 * 50 * 25,93750
70 - 96 - 26,-52
34 - 39 * 87,-3359
(34 + 61) * 64,6080
29 - 50 - 90,-111
(84 + 19) * 58,5974
14 + 84 - 30,68
78 - 47 * 73,-3353
32 + 92 * 99,9140
37 + 25 + 96,158
81 + 10 * 4,121
4 * 32 * 92,11776
(84 + 96) * 50,9000
(44 + 37) * 43,3483
54 - 16 - 14,24
30 + 86 * 59,5104
35 - 11 * 0,35
57 - 69 * 41,-2772
87 + 96 + 79,262
44 + 77 + 51,172
30 + 34 * 12,438
67 * 25 + 57,1732
8 * 56 * 32,14336
(39 + 30) * 91,6279
(29 + 64) * 6,558
13 * (93 + 60),1989
13 + 96 + 47,156
21 + 66 * 24,1605
18 * 49 + 73,955
(80 + 36) * 29,3364
98 * (90 + 52),13916
18 - 22 - 65,-69
57 - 40 * 65,-2543
23 * 52 * 1,1196
1 - 96 - 87,-182
33 * (31 + 93),4092
49 + 96 - 47,98
22 + 56 * 64,3606
11 - 77 - 48,-114
(69 + 32) * 31,3131
60 - 89 - 71,-100
58 - 72 - 20,-34
59 * 26 + 41,1575
50 - 9 * 26,-184
0 - 78 * 79,-6162
83 + 77 * 5,468
32 + 3 * 2,38
(96 + 14) * 77,8470
98 - 21 - 50,27
63 * 59 + 14,3731
2 - 49 - 0,-47
97 * (63 + 92),15035
(30 + 85) * 41,4715
93 - 43 - 13,37
16 + 26 * 9,250
22 - 88 - 45,-111
18 + 67 - 52,33
24 * 28 + 44,716
90 * (86 + 0),7740
70 + 41 - 2,109
42 - 88 * 84,-7350
9 - 66 - 46,-103
31 * (88 + 52),4340
22 - 46 - 37,-61
13 - 77 - 62,-126
93 + 81 * 95,7788
(1 + 92) * 86,7998
20 * 4 * 76,6080
99 * (44 + 21),6435
84 - 78 * 53,-4050
74 + 53 * 49,2671
7 * 53 + 48,419
16 + 96 - 38,74
90 + 29 * 95,2845
49 * (76 + 78),7546
(24 + 69) * 3,279
64 * 2 * 57,7296
29 * 27 + 11,794
(16 + 77) * 46,4278
36 - 34 - 94,-92
25 + 51 * 14,739
82 - 31 - 32,19
66 - 13 - 63,-10
35 + 48 * 70,3395
75 + 71 - 82,64
66 * 42 + 6,2778
21 + 39 * 94,3687
42 + 79 + 85,206
12 + 72 + 79,163
18 * (0 + 66),1188
89 * 35 + 14,3129
90 - 91 * 46,-4096
88 * 68 * 52,311168
80 - 25 * 22,-470
91 - 7 * 6,49
13 - 26 - 66,-79
36 + 96 * 27,2628
38 * 78 * 79,234156
19 - 90 * 82,-7361
(30 + 24) * 80,4320
26 + 72 * 65,4706
(31 + 60) * 80,7280
18 * 8 * 89,12816
44 + 3 - 43,4
42 * 56 + 39,2391
15 - 3 - 64,-52
55 + 47 - 32,70
98 + 27 - 63,62
26 * 27 + 85,787
60 * 35 + 79,2179
62 - 21 * 40,-778
18 - 58 - 43,-83
68 + 93 + 89,250
(94 + 26) * 26,3120
81 * (42 + 55),7857
76 * 20 * 62,94240
22 * 0 + 75,75
34 * (87 + 87),5916
49 - 1 - 58,-10
92 + 24 + 40,156
22 + 56 * 45,2542
3 * 83 * 67,16683
44 + 87 - 47,84
(26 + 70) * 76,7296
76 + 44 * 28,1308
(18 + 14) * 60,1920
36 + 33 - 57,12
66 - 33 - 76,-43
(16 + 17) * 12,396
5 - 94 - 63,-152
88 + 12 * 95,1228
76 * 7 * 34,18088
47 + 2 * 50,147
14 * 64 * 18,16128
48 + 87 * 2,222
51 + 7 * 81,618
(41 + 89) * 33,4290
(54 + 31) * 80,6800
44 - 65 - 10,-31
32 + 52 * 32,1696
9 * 2 + 91,109
(73 + 71) * 26,3744
29 - 14 * 47,-629
27 - 39 * 70,-2703
40 * 10 * 33,13200
60 * 20 + 8,1208
90 + 87 - 88,89
63 * (71 + 88),10017
22 * 35 + 64,834
61 * (49 + 21),4270
7 * 24 + 55,223
64 + 20 - 61,23
2 - 68 - 83,-149
95 - 52 - 91,-48
37 * 6 + 52,274
83 * (91 + 71),13446
83 + 81 + 70,234
89 - 81 * 89,-7120
35 - 63 - 90,-118
20 * 47 + 71,1011
76 * 17 + 98,1390
79 - 12 - 37,30
67 + 57 + 55,179
13 * 3 + 1,40
45 + 47 * 82,3899
99 * (95 + 22),11583
27 * 25 * 2,1350
20 + 20 - 90,-50
16 - 21 * 50,-1034
51 + 99 * 68,6783
78 * 70 * 0,0
47 + 73 + 53,173
34 - 72 - 98,-136
35 - 86 - 51,-102
44 + 99 + 66,209
92 * (41 + 33),6808
25 + 65 * 21,1390
93 - 74 - 90,-71
3 - 73 - 97,-167
46 - 22 * 33,-680
45 * 53 + 27,2412
69 * 57 * 46,180918
4 + 73 - 5,72
10 + 66 - 68,8
61 + 76 * 5,441
67 - 5 - 64,-2
74 - 13 * 20,-186
91 + 98 * 27,2737
99 + 46 + 25,170
(62 + 37) * 16,1584
67 - 54 - 17,-4
87 + 96 * 90,8727
15 + 6 + 64,85
28 * (12 + 37),1372
73 + 46 - 35,84
19 + 52 + 27,98
25 + 22 - 28,19
12 * (83 + 46),1548
33 * 65 * 36,77220
66 * 80 + 8,5288
99 + 57 + 93,249
65 + 19 * 62,1243
26 * 99 + 85,2659
80 * (86 + 56),11360
94 + 58 + 72,224
85 * 2 * 76,12920
6 + 57 * 32,1830
23 + 25 + 22,70
80 + 42 + 76,198
44 * 79 * 84,291984
14 * 54 * 35,26460
4 + 42 - 15,31
(38 + 13) * 57,2907
(87 + 60) * 44,6468
42 - 57 * 41,-2295
56 + 92 - 10,138
4 * 67 * 67,17956
38 + 90 - 59,69
33 + 57 * 15,888
2 + 88 + 8,98
95 * 38 + 40,3650
91 + 48 * 91,4459
8 + 88 - 29,67
87 + 99 - 22,164
25 + 21 + 84,130
82 + 79 - 32,129
37 + 24 + 59,120
77 * (23 + 25),3696
52 + 44 - 67,29
83 + 16 - 7,92
16 - 80 - 83,-147
(27 + 16) * 67,2881
86 + 20 + 61,167
82 * 97 + 2,7956
29 - 94 * 97,-9089
4 + 28 - 0,32
76 + 29 * 26,830
90 * 7 * 16,10080
11 + 4 + 71,86
66 - 12 * 70,-774
1 - 95 * 58,-5509
22 - 49 * 32,-1546
36 - 0 * 76,36
0 + 80 + 3,83
70 + 8 + 67,145
37 * 7 + 35,294
41 + 76 - 83,34
51 * 35 + 51,1836
44 * (29 + 26),2420
10 - 80 - 19,-89
92 * (39 + 91),11960
66 * 86 * 89,505164
(4 + 31) * 53,1855
60 * 13 + 49,829
89 + 34 * 5,259
33 - 29 - 95,-91
55 - 72 * 55,-3905
30 - 17 - 61,-48
75 * (40 + 18),4350
(83 + 31) * 35,3990
4 + 79 + 4,87
36 * 39 * 41,57564
30 + 96 + 77,203
41 + 15 - 51,5
43 + 7 + 1,51
(30 + 86) * 12,1392
19 * 14 * 54,14364
(73 + 46) * 99,11781
17 * 97 + 4,1653
25 + 10 * 25,275
17 + 82 * 54,4445
16 + 79 + 14,109
11 - 38 - 61,-88
94 * 34 + 61,3257
4 * 64 * 25,6400
82 - 87 * 51,-4355
75 + 43 - 38,80
25 - 23 - 50,-48
50 - 1 - 27,22
94 * 6 * 57,32148
25 + 17 * 27,484
86 * 87 * 44,329208
46 * 76 * 53,185288
22 * 22 * 25,12100
17 + 2 + 61,80
30 + 33 + 71,134
72 + 28 * 83,2396
23 + 59 - 64,18
86 + 59 + 28,173
95 + 31 + 80,206
86 * (5 + 42),4042
85 * 24 + 7,2047
42 + 43 * 11,515
(0 + 16) * 27,432
11 + 27 * 48,1307
78 - 44 * 94,-4058
35 * (41 + 39),2800
18 + 21 * 41,879
42 + 18 + 17,77
41 + 6 * 81,527
94 - 75 * 46,-3356
18 * 14 * 62,15624
86 + 49 + 37,172
51 * 96 + 55,4951
25 * (95 + 8),2575
(87 + 8) * 32,3040
18 + 15 - 14,19
63 + 31 * 25,838
53 - 12 - 90,-49
40 + 5 * 25,165
74 + 63 + 11,148
31 + 83 * 45,3766
96 * 76 + 61,7357
26 * 18 + 36,504
70 * 76 + 82,5402
(1 + 78) * 9,711
52 * (45 + 30),3900
50 * (19 + 60),3950
38 + 88 - 74,52
75 + 21 - 22,74
95 - 97 * 97,-9314
4 + 14 + 54,72
89 * 9 + 79,880
21 - 21 - 74,-74
21 - 17 - 16,-12
4 * 72 * 82,23616
30 + 14 * 0,30
9 - 22 * 18,-387
13 * 76 * 62,61256
63 - 21 * 48,-945
28 * (25 + 57),2296
51 * (6 + 32),1938
37 * (57 + 91),5476
(33 + 62) * 30,2850
57 + 52 * 61,3229
18 * (37 + 35),1296
35 * (8 + 28),1260
21 + 31 - 61,-9
10 - 22 - 75,-87
(93 + 57) * 92,13800
18 * 27 * 27,13122
86 - 51 * 84,-4198
39 - 18 * 22,-357
64 * 40 + 98,2658
36 - 79 * 79,-6205
95 + 22 - 18,99
68 - 0 * 47,68
44 * (66 + 81),6468
59 * (73 + 36),6431
47 - 22 - 46,-21
16 - 94 * 86,-8068
30 * 87 * 19,49590
11 + 62 - 63,10
56 * (93 + 12),5880
5 * 84 * 84,35280
57 + 13 * 38,551
66 + 57 - 28,95
90 + 51 * 1,141
70 * (48 + 13),4270
13 + 77 - 99,-9
68 - 96 * 69,-6556
99 - 25 - 48,26
89 * 95 + 98,8553
99 - 34 * 3,-3
89 - 97 * 22,-2045
(77 + 58) * 61,8235
49 * 75 + 4,3679
74 * 80 * 3,17760
20 * 69 * 79,109020
55 - 63 - 32,-40
28 * 44 * 70,86240
81 * 11 * 25,22275
71 - 14 - 4,53
29 * (29 + 70),2871
69 + 76 + 21,166
83 + 30 * 50,1583
33 * 32 * 56,59136
5 * 24 + 93,213
(56 + 16) * 82,5904
71 * (92 + 34),8946
95 - 8 * 44,-257
88 - 40 - 45,3
41 - 20 - 2,19
22 - 9 * 70,-608
80 + 37 * 6,302
88 - 50 - 62,-24
64 * 28 + 51,1843
(13 + 1) * 42,588
10 - 49 - 48,-87
17 + 93 - 98,12
0 * 25 * 90,0
76 - 61 - 31,-16
95 * 4 + 94,474
51 * 27 + 76,1453
(97 + 84) * 12,2172
3 * 68 + 10,214
45 + 11 - 32,24
84 * (43 + 38),6804
35 + 56 * 93,5243
(21 + 49) * 39,2730
60 - 73 * 1,-13
80 - 10 - 39,31
3 - 25 * 80,-1997
80 - 18 * 27,-406
(29 + 3) * 47,1504
54 + 63 * 36,2322
8 - 59 - 93,-144
(70 + 4) * 46,3404
52 + 32 - 83,1
95 + 28 - 20,103
17 + 79 - 40,56
88 + 99 * 63,6325
93 - 32 - 38,23
(19 + 5) * 96,2304
71 - 88 - 83,-100
5 + 29 - 74,-40
6 * (34 + 62),576
(74 + 86) * 77,12320
77 + 13 - 96,-6
(5 + 51) * 48,2688
17 * 79 * 33,44319
67 + 70 - 9,128
20 * 64 + 68,1348
67 * 79 * 56,296408
49 * (1 + 58),2891
26 * (39 + 65),2704
16 * 17 * 4,1088
48 + 41 - 7,82
64 + 98 * 62,6140
67 * 21 * 17,23919
(40 + 58) * 73,7154
19 * (83 + 46),2451
(65 + 45) * 93,10230
80 - 85 * 23,-1875
8 - 26 * 87,-2254
(15 + 26) * 76,3116
10 * 3 * 70,2100
7 * 49 * 61,20923
(3 + 68) * 5,355
95 + 41 - 4,132
60 * (15 + 54),4140
82 + 40 * 8,402
47 * 43 + 52,2073
(46 + 5) * 19,969
60 * (19 + 69),5280
(13 + 86) * 55,5445
72 + 39 + 16,127
76 - 43 * 92,-3880
38 - 25 - 5,8
10 * 96 * 34,32640
29 + 12 - 54,-13
20 - 68 - 62,-110
97 - 19 - 60,18
89 * 27 * 81,194643
(31 + 44) * 95,7125
3 + 14 - 19,-2
48 - 79 * 11,-821
76 + 36 + 16,128
91 - 91 * 78,-7007
73 * 61 + 78,4531
60 * (67 + 35),6120
8 + 9 - 93,-76
78 - 32 * 86,-2674
34 * 52 * 37,65416
99 * (2 + 94),9504
51 + 30 * 68,2091
22 - 75 - 53,-106
31 * (81 + 73),4774
92 - 75 * 73,-5383
24 * 40 * 14,13440
66 - 95 * 59,-5539
(55 + 23) * 18,1404
9 + 99 * 79,7830
45 * 54 * 28,68040
(41 + 91) * 39,5148
64 + 15 * 17,319
11 + 95 + 16,122
93 + 86 - 94,85
78 * 44 * 8,27456
40 - 67 - 0,-27
56 * (91 + 51),7952
(94 + 55) * 77,11473
11 - 31 * 9,-268
11 + 28 - 83,-44
48 + 90 * 39,3558
49 + 83 - 84,48
74 - 34 - 27,13
94 + 71 - 99,66
93 - 50 * 24,-1107
40 * 81 * 71,230040
22 * 74 + 6,1634
93 - 45 - 35,13
22 * 42 + 67,991
80 * (86 + 11),7760
1 * 94 * 97,9118
50 + 85 + 77,212
75 + 41 - 49,67
13 - 33 * 59,-1934
89 * 48 + 36,4308
53 - 76 * 44,-3291
61 - 0 * 12,61
26 * 94 + 41,2485
(42 + 1) * 31,1333
41 - 60 - 39,-58
10 - 8 - 66,-64
(7 + 88) * 11,1045
51 * (84 + 85),8619
88 * 17 * 39,58344
71 + 55 * 54,3041
35 - 39 * 38,-1447
98 + 64 - 13,149
54 * (66 + 80),7884
22 + 17 - 50,-11
29 - 50 * 65,-3221
(42 + 40) * 7,574
1 + 96 + 16,113
91 + 60 * 87,5311
(69 + 66) * 75,10125
82 * (86 + 47),10906
12 * 98 * 62,72912
89 * 45 + 60,4065
74 * 68 * 44,221408
49 * 84 * 69,284004
95 + 27 + 19,141
90 - 9 * 92,-738
43 - 56 - 77,-90
74 * 77 * 78,444444
70 - 87 * 94,-8108
31 - 6 * 13,-47
16 - 89 * 70,-6214
43 - 48 - 39,-44
8 - 92 - 11,-95
91 + 91 - 96,86
54 * (20 + 60),4320
(79 + 0) * 24,1896
91 - 88 * 50,-4309
33 * (50 + 3),1749
30 - 53 * 92,-4846
91 + 37 - 49,79
15 * 65 + 2,977
(3 + 23) * 89,2314
87 + 27 * 88,2463
92 * 41 * 65,245180
5 * 33 * 47,7755
33 + 56 * 38,2161
49 + 71 + 24,144
24 + 62 - 64,22
83 * 34 + 74,2896
92 + 4 + 79,175
8 * 35 + 2,282
56 * (75 + 42),6552
93 * 33 + 42,3111
(84 + 48) * 95,12540
(66 + 87) * 87,13311
92 - 58 - 42,-8
61 + 3 + 16,80
27 - 75 - 48,-96
80 + 36 * 77,2852
46 * 79 + 75,3709
19 * 90 + 59,1769
91 - 43 * 64,-2661
13 - 85 * 68,-5767
33 + 71 + 27,131
91 * (4 + 75),7189
45 * 73 + 59,3344
65 - 80 - 82,-97
27 * 4 + 11,119
50 + 68 - 91,27
48 + 45 - 96,-3
54 * 24 + 85,1381
37 + 69 - 95,11
47 * 62 * 92,268088
95 - 82 * 73,-5891
86 - 27 - 0,59
23 - 79 * 3,-214
60 * 21 + 58,1318
(53 + 0) * 9,477
37 * 14 + 75,593
72 - 24 * 65,-1488
(16 + 14) * 7,210
47 * (8 + 65),3431
18 - 21 * 79,-1641
40 * 6 * 27,6480
95 - 41 * 66,-2611
98 * 43 + 34,4248
(65 + 98) * 56,9128
71 - 94 * 81,-7543
(32 + 20) * 12,624
(4 + 52) * 63,3528
70 - 11 * 72,-722
14 + 69 - 77,6
28 * (59 + 53),3136
73 * 97 + 72,7153
17 + 24 + 15,56
88 + 13 * 32,504
70 + 48 + 66,184
6 * 23 * 1,138
48 - 10 * 94,-892
(92 + 36) * 85,10880
(90 + 92) * 31,5642
49 * 43 + 3,2110
63 * (96 + 63),10017
(41 + 53) * 14,1316
99 + 76 + 29,204
84 - 86 - 77,-79
66 - 30 - 68,-32
47 - 24 - 63,-40
79 + 17 - 68,28
28 * 63 + 40,1804
51 + 84 * 62,5259
(33 + 55) * 33,2904
7 * (45 + 43),616
1 + 27 - 98,-70
90 - 99 - 80,-89
40 * 54 + 23,2183
36 + 68 + 69,173
42 * 75 * 23,72450
56 + 14 - 23,47
41 - 86 * 96,-8215
43 + 99 * 5,538
40 - 24 - 77,-61
0 + 60 - 20,40
(63 + 25) * 68,5984
(36 + 7) * 96,4128
71 + 24 - 6,89
14 * 59 * 10,8260
15 + 18 - 79,-46
42 * 56 + 46,2398
29 + 65 - 22,72
98 + 25 + 26,149
21 + 83 * 86,7159
59 * 29 + 64,1775
58 + 22 - 30,50
87 - 86 * 1,1
49 + 76 + 0,125
26 - 27 * 69,-1837
57 * 95 * 47,254505
29 * (23 + 89),3248
30 + 7 * 34,268
75 * (10 + 50),4500
20 + 80 - 82,18
84 + 17 + 22,123
49 + 34 * 85,2939
30 + 24 - 30,24
30 + 41 + 67,138
32 + 88 - 82,38
64 + 14 - 49,29
98 * (82 + 43),12250
3 * (60 + 16),228
81 + 0 - 99,-18
86 + 92 - 59,119
46 + 43 * 77,3357
58 - 71 * 22,-1504
24 * (93 + 54),3528
98 + 62 + 59,219
62 * 27 + 97,1771
(14 + 54) * 63,4284
(77 + 16) * 2,186
51 * (24 + 24),2448
83 - 71 * 48,-3325
84 + 37 * 67,2563
88 - 98 - 19,-29
33 - 95 - 87,-149
(18 + 76) * 64,6016
76 - 85 - 94,-103
53 + 2 + 66,121
14 + 45 - 99,-40
80 - 16 * 81,-1216
76 * 88 + 74,6762
86 * (54 + 77),11266
6 * 38 * 64,14592
57 + 50 * 47,2407
68 + 89 - 2,155
36 + 0 + 56,92
95 - 73 * 59,-4212
40 + 60 * 0,40
21 * (9 + 46),1155
85 * (9 + 29),3230
4 * 40 * 73,11680
(15 + 46) * 46,2806
92 * 61 + 98,5710
27 + 46 + 4,77
47 - 3 * 23,-22
84 + 31 + 31,146
7 + 54 - 63,-2
(49 + 9) * 3,174
(86 + 84) * 67,11390
17 + 95 - 53,59
27 + 13 + 29,69
14 - 62 - 53,-101
82 - 83 - 13,-14
(25 + 70) * 3,285
1 + 9 + 76,86
16 - 39 - 99,-122
37 - 94 * 63,-5885
86 + 30 - 3,113
(67 + 86) * 44,6732
53 + 68 + 9,130
(52 + 63) * 95,10925
48 + 50 - 7,91
91 * (30 + 71),9191
(71 + 83) * 4,616
27 - 29 * 75,-2148
8 * 0 * 50,0
77 * 54 + 7,4165
20 + 33 + 42,95
(71 + 12) * 26,2158
29 * (16 + 85),2929
32 * (51 + 14),2080
42 + 63 + 56,161
98 + 72 + 57,227
73 * 29 + 63,2180
37 - 43 - 83,-89
45 * 2 * 2,180
(77 + 75) * 66,10032
41 * (15 + 15),1230
8 - 85 - 2,-79
93 + 37 + 38,168
24 * (31 + 55),2064
13 - 80 * 46,-3667
89 + 66 * 33,2267
(59 + 80) * 3,417
